11,classes that reside in a package '..service..' should depend on classes that reside in any package ['..persistence..', '..controller..'],"Class <com.tngtech.archunit.example.onionarchitecture.domain.service.ProductName> extends class <java.lang.Object>",ProductName.java,MEDIUM
12,classes that reside in a package '..service..' should depend on classes that reside in any package ['..persistence..', '..controller..'],"Constructor <com.tngtech.archunit.example.onionarchitecture.domain.service.ProductName.<init>(java.lang.String)> calls constructor <java.lang.Object.<init>()>",ProductName.java,MEDIUM
13,classes that reside in a package '..service..' should depend on classes that reside in any package ['..persistence..', '..controller..'],"Constructor <com.tngtech.archunit.example.onionarchitecture.domain.service.ProductName.<init>(java.lang.String)> calls constructor <java.lang.IllegalArgumentException.<init>(java.lang.String)>",ProductName.java,MEDIUM
14,classes that reside in a package '..service..' should depend on classes that reside in any package ['..persistence..', '..controller..'],"Field <com.tngtech.archunit.example.onionarchitecture.domain.service.ProductName.name> has type <java.lang.String>",ProductName.java,MEDIUM
15,classes that reside in a package '..service..' should depend on classes that reside in any package ['..persistence..', '..controller..'],"Method <com.tngtech.archunit.example.onionarchitecture.domain.service.ProductName.toString()> calls method <java.lang.Object.getClass()>",ProductName.java,MEDIUM
16,classes that reside in a package '..service..' should depend on classes that reside in any package ['..persistence..', '..controller..'],"Method <com.tngtech.archunit.example.onionarchitecture.domain.service.ProductName.toString()> calls method <java.lang.Class.getSimpleName()>",ProductName.java,MEDIUM
17,classes that reside in a package '..service..' should depend on classes that reside in any package ['..persistence..', '..controller..'],"Constructor <com.tngtech.archunit.example.onionarchitecture.domain.service.ProductName.<init>(java.lang.String)> calls method <java.lang.String.isEmpty()>",ProductName.java,MEDIUM
18,classes that reside in a package '..service..' should depend on classes that reside in any package ['..persistence..', '..controller..'],"Constructor <com.tngtech.archunit.example.onionarchitecture.domain.service.ProductName.<init>(java.lang.String)> has parameter of type <java.lang.String>",ProductName.java,MEDIUM
19,classes that reside in a package '..service..' should depend on classes that reside in any package ['..persistence..', '..controller..'],"Method <com.tngtech.archunit.example.onionarchitecture.domain.service.ProductName.toString()> has return type <java.lang.String>",ProductName.java,MEDIUM
20,classes that reside in a package '..service..' should depend on classes that reside in any package ['..persistence..', '..controller..'],"Constructor <com.tngtech.archunit.example.layers.service.ServiceType.<init>(java.lang.String, int)> calls constructor <java.lang.Enum.<init>(java.lang.String, int)>",ServiceType.java,MEDIUM
21,classes that reside in a package '..service..' should depend on classes that reside in any package ['..persistence..', '..controller..'],"Constructor <com.tngtech.archunit.example.layers.service.ServiceType.<init>(java.lang.String, int)> has parameter of type <java.lang.String>",ServiceType.java,MEDIUM
22,classes that reside in a package '..service..' should depend on classes that reside in any package ['..persistence..', '..controller..'],"Method <com.tngtech.archunit.example.layers.service.ServiceType.valueOf(java.lang.String)> calls method <java.lang.Enum.valueOf(java.lang.Class, java.lang.String)>",ServiceType.java,MEDIUM
23,classes that reside in a package '..service..' should depend on classes that reside in any package ['..persistence..', '..controller..'],"Method <com.tngtech.archunit.example.layers.service.ServiceType.values()> calls method <[Lcom.tngtech.archunit.example.layers.service.ServiceType;.clone()>",ServiceType.java,MEDIUM
24,classes that reside in a package '..service..' should depend on classes that reside in any package ['..persistence..', '..controller..'],"Method <com.tngtech.archunit.example.layers.service.ServiceType.valueOf(java.lang.String)> has parameter of type <java.lang.String>",ServiceType.java,MEDIUM
25,classes that reside in a package '..service..' should depend on classes that reside in any package ['..persistence..', '..controller..'],"Method <com.tngtech.archunit.example.layers.service.ServiceType.$values()> has return type <[Lcom.tngtech.archunit.example.layers.service.ServiceType;>",ServiceType.java,MEDIUM
26,classes that reside in a package '..service..' should depend on classes that reside in any package ['..persistence..', '..controller..'],"Method <com.tngtech.archunit.example.layers.service.ServiceType.values()> has return type <[Lcom.tngtech.archunit.example.layers.service.ServiceType;>",ServiceType.java,MEDIUM
27,classes that reside in a package '..service..' should depend on classes that reside in any package ['..persistence..', '..controller..'],"Class <com.tngtech.archunit.example.layers.service.ServiceType> extends class <java.lang.Enum>",ServiceType.java,MEDIUM
28,classes that reside in a package '..service..' should depend on classes that reside in any package ['..persistence..', '..controller..'],"Field <com.tngtech.archunit.example.layers.service.ServiceType.$VALUES> has type <[Lcom.tngtech.archunit.example.layers.service.ServiceType;>",ServiceType.java,MEDIUM
29,classes that reside in a package '..service..' should depend on classes that reside in any package ['..persistence..', '..controller..'],"Constructor <com.tngtech.archunit.example.onionarchitecture.domain.service.OrderQuantity.<init>(int)> calls constructor <java.lang.Object.<init>()>",OrderQuantity.java,MEDIUM
30,classes that reside in a package '..service..' should depend on classes that reside in any package ['..persistence..', '..controller..'],"Method <com.tngtech.archunit.example.onionarchitecture.domain.service.OrderQuantity.toString()> calls method <java.lang.Class.getSimpleName()>",OrderQuantity.java,MEDIUM
31,classes that reside in a package '..service..' should depend on classes that reside in any package ['..persistence..', '..controller..'],"Method <com.tngtech.archunit.example.onionarchitecture.domain.service.OrderQuantity.toString()> has return type <java.lang.String>",OrderQuantity.java,MEDIUM
32,classes that reside in a package '..service..' should depend on classes that reside in any package ['..persistence..', '..controller..'],"Method <com.tngtech.archunit.example.onionarchitecture.domain.service.OrderQuantity.toString()> calls method <java.lang.Object.getClass()>",OrderQuantity.java,MEDIUM
33,classes that reside in a package '..service..' should depend on classes that reside in any package ['..persistence..', '..controller..'],"Constructor <com.tngtech.archunit.example.onionarchitecture.domain.service.OrderQuantity.<init>(int)> calls constructor <java.lang.IllegalArgumentException.<init>(java.lang.String)>",OrderQuantity.java,MEDIUM
34,classes that reside in a package '..service..' should depend on classes that reside in any package ['..persistence..', '..controller..'],"Class <com.tngtech.archunit.example.onionarchitecture.domain.service.OrderQuantity> extends class <java.lang.Object>",OrderQuantity.java,MEDIUM
35,classes that reside in a package '..service..' should depend on classes that reside in any package ['..persistence..', '..controller..'],"Interface <com.tngtech.archunit.example.layers.service.Async> extends interface <java.lang.annotation.Annotation>",Async.java,MEDIUM
36,classes that reside in a package '..service..' should depend on classes that reside in any package ['..persistence..', '..controller..'],"Class <com.tngtech.archunit.example.layers.service.Async> is annotated with <java.lang.annotation.Retention>",Async.java,MEDIUM
37,classes that reside in a package '..service..' should depend on classes that reside in any package ['..persistence..', '..controller..'],"Class <com.tngtech.archunit.example.layers.service.Async> has annotation member of type <java.lang.annotation.RetentionPolicy>",Async.java,MEDIUM
38,classes that reside in a package '..service..' should depend on classes that reside in any package ['..persistence..', '..controller..'],"Interface <com.tngtech.archunit.example.layers.service.SimpleServiceAnnotation> extends interface <java.lang.annotation.Annotation>",SimpleServiceAnnotation.java,MEDIUM
