DSL,API,Attempts
"constructor [public (packagename ""packageIdentifier"")] should BePublic;","constructors().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().bePublic()",0
"constructor [private] should declaredIn class (implement ""typeName"");","constructors().that().arePrivate().should().beDeclaredInClassesThat().areDeclaredInClassesThat().implement(""typeName"")",0
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
"constructor [packagePrivate (packagename ""packageIdentifier"")] should BePackagePrivate;","constructors().that().arePackagePrivate().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().bePackagePrivate()",3
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
"constructor [(haveNameMatching ""regex"")] should declaredIn class (implement ""typeName"");","constructors().that().haveNameMatching(""regex"").should().beDeclaredInClassesThat().areDeclaredInClassesThat().implement(""typeName"")",0
Trains Failed,Trains Failed,Trains Failed
constructor [public] should declaredIn class [public];,constructors().that().arePublic().should().beDeclaredInClassesThat().arePublic(),0
constructor [private] should declaredIn class [static];,constructors().that().arePrivate().should().beDeclaredInClassesThat().areStatic(),0
constructor[protected] should declaredIn class [protected];,constructors().that().areProtected().should().beDeclaredInClassesThat().areProtected(),0
constructor [private] should not declaredIn class [packagePrivate];,constructors().that().arePrivate().should().notBeDeclaredInClassesThat().arePackagePrivate(),0
Trains Failed,Trains Failed,Trains Failed
"constructor [public (haveNameMatching ""get"")] should declaredIn class [private];","constructors().that().arePublic().and().haveNameMatching(""get"").should().beDeclaredInClassesThat().arePrivate()",0
Trains Failed,Trains Failed,Trains Failed
"constructor [public (packagename ""packageIdentifier1"")] should declaredIn class [public (packagename ""packageIdentifier2"")];","constructors().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier1"").should().beDeclaredInClassesThat().arePublic().andShould().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier2"")",0
constructor [(haveNameMatching â€œregexâ€?] should declaredIn class [public (implement â€œtypeNameâ€?];,"constructors().that().haveNameMatching(""regex"").should().beDeclaredInClassesThat().arePublic().andShould().beDeclaredInClassesThat().areDeclaredInClassesThat().implement(""typeName"")",0
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
"constructor [packagePrivate (haveNameMatching ""regex"")] should BePackagePrivate;","constructors().that().arePackagePrivate().and().haveNameMatching(""regex"").should().bePackagePrivate()",0
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
"constructor [private] should declareThrowableOfType ""typeName"";","constructors().that().arePrivate().should().declareThrowableOfType(""typeName"")",0
"constructor [static (packagename ""packageIdentifier"")] should BePublic;","constructors().that().haveModifier(JavaModifier.STATIC).and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().bePublic()",0
"constructor [final (packagename ""packageIdentifier"")] should BePrivate;","constructors().that().haveModifier(JavaModifier.FINAL).and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().bePrivate()",0
"member[private (packagename ""packageIdentifier"")] should BeProtected;","members().that().arePrivate().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().beProtected()",0
"constructor [public (packagename ""packageIdentifier"")] should BePackagePrivate;","constructors().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().bePackagePrivate()",0
"constructor [(haveNameMatching ""regex"")] should BePublic;","constructors().that().haveNameMatching(""regex"").should().bePublic()",0
"field [public (packagename ""packageIdentifier"")] should BePublic;","fields().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().bePublic()",0
"field [private] should declaredIn class (implement ""typeName"");","fields().that().arePrivate().should().beDeclaredInClassesThat().areDeclaredInClassesThat().implement(""typeName"")",0
"field [protected (packagename ""packageIdentifier"")] should BeProtected;","fields().that().areProtected().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().beProtected()",0
Trains Failed,Trains Failed,Trains Failed
"field [packagePrivate (packagename ""packageIdentifier"")] should BePackagePrivate;","fields().that().arePackagePrivate().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().bePackagePrivate()",0
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
"field [(haveNameMatching ""regex"")] should declaredIn class (implement ""typeName1"");","fields().that().haveNameMatching(""regex"").should().beDeclaredInClassesThat().areDeclaredInClassesThat().implement(""typeName1"")",0
Trains Failed,Trains Failed,Trains Failed
field [public] should declaredIn class [public];,fields().that().arePublic().should().beDeclaredInClassesThat().arePublic(),0
field [private] should declaredIn class [static];,fields().that().arePrivate().should().beDeclaredInClassesThat().areStatic(),0
field [protected] should declaredIn class [protected];,fields().that().areProtected().should().beDeclaredInClassesThat().areProtected(),0
field [private] should not declaredIn class [packagePrivate];,fields().that().arePrivate().should().notBeDeclaredInClassesThat().arePackagePrivate(),0
Trains Failed,Trains Failed,Trains Failed
"field [public (haveNameMatching ""get"")] should declaredIn class [private];","fields().that().arePublic().and().haveNameMatching(""get"").should().beDeclaredInClassesThat().arePrivate()",0
Trains Failed,Trains Failed,Trains Failed
"field [public (packagename ""packageIdentifier1"")] should declaredIn class [public (packagename ""packageIdentifier2"")];","fields().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier1"").should().beDeclaredInClassesThat().arePublic().andShould().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier2"")",0
"field [(haveNameMatching ""regex"")] should declaredIn class [public (implement ""typeName"")];","fields().that().haveNameMatching(""regex"").should().beDeclaredInClassesThat().arePublic().andShould().beDeclaredInClassesThat().areDeclaredInClassesThat().implement(""typeName"")",0
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
field[packagePrivate (haveNameMatching â€œregexâ€?] should BePackagePrivate;,"fields().that().arePackagePrivate().and().haveNameMatching(""regex"").should().bePackagePrivate()",0
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
"field [private] should declareThrowableOfType ""typeName"";","fields().that().arePrivate().should().declareThrowableOfType(""typeName"")",0
"field [static (packagename ""packageIdentifier"")] should BePublic;","fields().that().haveModifier(JavaModifier.STATIC).and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().bePublic()",0
"field [final (packagename ""packageIdentifier"")] should BePrivate;","fields().that().haveModifier(JavaModifier.FINAL).and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().bePrivate()",0
"field[private(packagename ""packageIdentifier"")] should BeProtected;","fields().that().arePrivate().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().beProtected()",0
field[public (packagename â€œpackageIdentifierâ€?] should BePackagePrivate;,"fields().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().bePackagePrivate()",0
"field [(haveNameMatching ""regex"")] should BeFinal;","fields().that().haveNameMatching(""regex"").should().beFinal()",0
"member [public (packagename ""packageIdentifier"")] should BePublic;","members().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().bePublic()",0
"member [private] should declaredIn class (implement ""typeName"");","members().that().arePrivate().should().beDeclaredInClassesThat().areDeclaredInClassesThat().implement(""typeName"")",0
"member [protected (packagename ""packageIdentifier"")] should BeProtected;","members().that().areProtected().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().beProtected()",0
"member [private (packagename ""packageIdentifier"")] should BePrivate;","members().that().arePrivate().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().bePrivate()",0
"member [packagePrivate (packagename ""packageIdentifier"")] should BePackagePrivate;","members().that().arePackagePrivate().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().bePackagePrivate()",0
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
"member [public (packagename ""packageIdentifier1"")] should declaredIn class [(packagename ""packageIdentifier2"")];","members().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier1"").should().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier2"")",3
"member [(haveNameMatching ""regex"")] should declaredIn class (implement ""typeName"");","members().that().haveNameMatching(""regex"").should().beDeclaredInClassesThat().areDeclaredInClassesThat().implement(""typeName"")",0
Trains Failed,Trains Failed,Trains Failed
member [public] should declaredIn class [public];,members().that().arePublic().should().beDeclaredInClassesThat().arePublic(),0
member [private] should declaredIn class [static];,members().that().arePrivate().should().beDeclaredInClassesThat().areStatic(),0
member[protected] should declaredIn class[protected];,members().that().areProtected().should().beDeclaredInClassesThat().areProtected(),0
member [private] should not declaredIn class [packagePrivate];,members().that().arePrivate().should().notBeDeclaredInClassesThat().arePackagePrivate(),0
member [packagePrivate] should declaredIn class [final];,members().that().arePackagePrivate().should().beDeclaredInClassesThat().areFinal(),0
"member[public (haveNameMatching ""get"")] should declaredIn class[private];","members().that().arePublic().and().haveNameMatching(""get"").should().beDeclaredInClassesThat().arePrivate()",0
Trains Failed,Trains Failed,Trains Failed
"member [public (packagename ""packageIdentifier1"")] should declaredIn class [public (packagename ""packageIdentifier2"")];","members().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier1"").should().beDeclaredInClassesThat().arePublic().andShould().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier2"")",0
"member [(haveNameMatching ""regex"")] should declaredIn class [public (implement ""typeName"")];","members().that().haveNameMatching(""regex"").should().beDeclaredInClassesThat().arePublic().andShould().beDeclaredInClassesThat().areDeclaredInClassesThat().implement(""typeName"")",0
"member [(haveNameMatching ""regex"")] should declaredIn class [static (packagename ""packageIdentifier"")];","members().that().haveNameMatching(""regex"").should().beDeclaredInClassesThat().areStatic().andShould().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"")",0
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
member[packagePrivate (haveNameMatching â€œregexâ€?] should BePackagePrivate;,"members().that().arePackagePrivate().and().haveNameMatching(""regex"").should().bePackagePrivate()",0
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
"member [private] should declareThrowableOfType ""typeName"";","members().that().arePrivate().should().declareThrowableOfType(""typeName"")",0
"member [static (packagename ""packageIdentifier"")] should BePublic;","members().that().haveModifier(JavaModifier.STATIC).and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().bePublic()",0
"member [final (packagename ""packageIdentifier"")] should BePrivate;","members().that().haveModifier(JavaModifier.FINAL).and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().bePrivate()",0
"member[private (packagename ""packageIdentifier"")] should BeProtected;","members().that().arePrivate().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().beProtected()",0
member[public(packagename â€œpackageIdentifierâ€?] should BePackagePrivate;,"members().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().bePackagePrivate()",0
"member [(haveNameMatching ""regex"")] should BePublic;","members().that().haveNameMatching(""regex"").should().bePublic()",0
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
"method[packagePrivate (packagename ""packageIdentifier1"")] should BePackagePrivate;","methods().that().arePackagePrivate().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier1"").should().bePackagePrivate()",0
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
"method [public static (packagename ""packageIdentifier2"")] should not declaredIn class [(packagename ""packageIdentifier1"")];","methods().that().arePublic().and().haveModifier(JavaModifier.STATIC).and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier2"").should().notBeDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier1"")",0
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
method [public] should declaredIn class [public];,methods().that().arePublic().should().beDeclaredInClassesThat().arePublic(),0
method[private] should declaredIn class[private];,methods().that().arePrivate().should().beDeclaredInClassesThat().arePrivate(),0
method[protected] should declaredIn class[protected];,methods().that().areProtected().should().beDeclaredInClassesThat().areProtected(),0
method [final] should not declaredIn class [final];,methods().that().haveModifier(JavaModifier.FINAL).should().notBeDeclaredInClassesThat().areFinal(),0
method [packagePrivate] should declaredIn class [packagePrivate];,methods().that().arePackagePrivate().should().beDeclaredInClassesThat().arePackagePrivate(),0
"method[public (haveNameMatching ""get"")] should declaredIn class [final];","methods().that().arePublic().and().haveNameMatching(""get"").should().beDeclaredInClassesThat().areFinal()",0
method [private final] should declaredIn class [packagePrivate];,methods().that().arePrivate().and().haveModifier(JavaModifier.FINAL).should().beDeclaredInClassesThat().arePackagePrivate(),0
method [public static] should not declaredIn class [public static];,methods().that().arePublic().and().haveModifier(JavaModifier.STATIC).should().notBeDeclaredInClassesThat().arePublic().andShould().notBeDeclaredInClassesThat().areStatic(),0
method[public static (haveNameMatching â€œregexâ€?] should declaredIn class [public (packagename â€œpackageIdentifier1â€?];,"methods().that().arePublic().and().haveModifier(JavaModifier.STATIC).and().haveNameMatching(""regex"").should().beDeclaredInClassesThat().arePublic().andShould().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier1"")",0
"method [protected final (haveNameMatching ""X1"")] should declaredIn class [static (packagename ""packageIdentifier1"")];","methods().that().areProtected().and().haveModifier(JavaModifier.FINAL).and().haveNameMatching(""X1"").should().beDeclaredInClassesThat().areStatic().andShould().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier1"")",0
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
"method [public (haveNameMatching ""get"")] should haveNameMatching ""String"";","methods().that().arePublic().and().haveNameMatching(""get"").should().haveNameMatching(""String"")",2
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
method[public static (haveNameMatching â€œString1â€?] should haveFullName â€œString2â€?,"methods().that().arePublic().and().haveModifier(JavaModifier.STATIC).and().haveNameMatching(""String1"").should().haveFullName(""String2"")",0
Trains Failed,Trains Failed,Trains Failed
method[static] should BePublic;,methods().that().haveModifier(JavaModifier.STATIC).should().bePublic(),0
method[final] should BeStatic;,methods().that().haveModifier(JavaModifier.FINAL).should().beStatic(),0
method [private] should BeProtected;,methods().that().arePrivate().should().beProtected(),0
method[public (packagename â€œX1â€?] should BePackagePrivate;,"methods().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""X1"").should().bePackagePrivate()",0
"method [(haveNameMatching ""get"")] should BePublic;","methods().that().haveNameMatching(""get"").should().bePublic()",0
