DSL,API,Attempts
"constructor[public(packagename ""packageIdentifier1"")] should declaredIn class [public(packagename ""packageIdentifier2"")];","constructors().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier1"").should().beDeclaredInClassesThat().arePublic().andShould().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier2"")",0
"constructor [public (haveNameMatching ""regex"")] should declaredIn class [implement ""typeName""]","constructors().that().arePublic().and().haveNameMatching(""regex"").should().beDeclaredInClassesThat().areDeclaredInClassesThat().implement(""typeName"")",2
"constructor [haveNameMatching ""regex""] should declaredIn class [static (packagename ""packageIdentifier"")];","constructors().that().haveNameMatching(""regex"").should().beDeclaredInClassesThat().areStatic().andShould().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"")",4
Trains Failed,Trains Failed,Trains Failed
"constructor [protected] should haveFullNameMatching ""regex""","constructors().that().areProtected().should().haveFullNameMatching(""regex"")",3
Trains Failed,Trains Failed,Trains Failed
"constructor [packagePrivate private] should haveNameMatching ""regex"";","constructors().that().arePackagePrivate().and().arePrivate().should().haveNameMatching(""regex"")",0
"constructor[public] should haveNameEndingWith ""regex"";","constructors().that().arePublic().should().haveNameEndingWith(""regex"")",0
Trains Failed,Trains Failed,Trains Failed
"constructor[public] should haveNameStartingWith ""regex"";","constructors().that().arePublic().should().haveNameStartingWith(""regex"")",0
"constructor[private] should haveNameStartingWith(""regex"");","constructors().that().arePrivate().should().haveNameStartingWith(""regex"")",2
Trains Failed,Trains Failed,Trains Failed
"constructor[private] declareThrowableOfType ""typeName"";","constructors().that().arePrivate().should().declareThrowableOfType(""typeName"")",0
"constructor[static(packagename ""packageIdentifier"")] should BePublic;","constructors().that().haveModifier(JavaModifier.STATIC).and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().bePublic()",1
"constructor[final(packagename ""packageIdentifier"")] should BePrivate;","constructors().that().haveModifier(JavaModifier.FINAL).and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().bePrivate()",0
"member[private (packagename ""packageIdentifier"")] should BeProtected;","members().that().arePrivate().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().beProtected()",0
"constructor[public private(packagename ""packageIdentifier"")] should BePackagePrivate;","constructors().that().arePublic().and().arePrivate().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().bePackagePrivate()",0
"constructor [haveNameMatching ""regex""] should BePublic;","constructors().that().haveNameMatching(""regex"").should().bePublic()",0
Trains Failed,Trains Failed,Trains Failed
"field [private] should declaredIn class (implement ""typeName"")","fields().that().arePrivate().should().beDeclaredInClassesThat().areDeclaredInClassesThat().implement(""typeName"")",0
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
"field[public (packagename ""packageIdentifier"")] haveNameMatching ""get"";","fields().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().haveNameMatching(""get"")",0
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
"field[haveNameMatching ""regex""] should declaredIn class(implement ""typeName1"");","fields().that().haveNameMatching(""regex"").should().beDeclaredInClassesThat().areDeclaredInClassesThat().implement(""typeName1"")",1
Trains Failed,Trains Failed,Trains Failed
field[public] should declaredIn class[public];,fields().that().arePublic().should().beDeclaredInClassesThat().arePublic(),0
field[private] should declaredIn class[static];,fields().that().arePrivate().should().beDeclaredInClassesThat().areStatic(),0
field[protected] should declaredIn class[protected],fields().that().areProtected().should().beDeclaredInClassesThat().areProtected(),0
field[private] should not declaredIn class [packagePrivate];,fields().that().arePrivate().should().notBeDeclaredInClassesThat().arePackagePrivate(),0
Trains Failed,Trains Failed,Trains Failed
"field[public (haveNameMatching ""^get"")] should declaredIn class[private];","fields().that().arePublic().and().haveNameMatching(""^get"").should().beDeclaredInClassesThat().arePrivate()",1
Trains Failed,Trains Failed,Trains Failed
"field[public(packagename ""packageIdentifier1"")] should declaredIn class[public(packagename ""packageIdentifier2"")];","fields().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier1"").should().beDeclaredInClassesThat().arePublic().andShould().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier2"")",4
"field [haveNameMatching ""regex""] should declaredIn class [public (implement ""typeName"")];","fields().that().haveNameMatching(""regex"").should().beDeclaredInClassesThat().arePublic().andShould().beDeclaredInClassesThat().areDeclaredInClassesThat().implement(""typeName"")",0
"field[haveNameMatching “regex”] should declaredIn class[static(packagename ""packageIdentifier"")]","fields().that().haveNameMatching(""regex"").should().beDeclaredInClassesThat().areStatic().andShould().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"")",0
"field[private] beAnnotatedWith ""annotatedTypeName"";","fields().that().arePrivate().should().beAnnotatedWith(""annotatedTypeName"")",3
"field[protected] haveFullNameMatching ""regex"";","fields().that().areProtected().should().haveFullNameMatching(""regex"")",0
Trains Failed,Trains Failed,Trains Failed
"field [packagePrivate private] should haveNameMatching ""regex"";","fields().that().arePackagePrivate().and().arePrivate().should().haveNameMatching(""regex"")",1
"field[public] haveNameEndingWith ""regex"";","fields().that().arePublic().should().haveNameEndingWith(""regex"")",0
field[private] should BePublic;,fields().that().arePrivate().should().bePublic(),0
"field[public] should haveNameStartingWith ""typeName"";","fields().that().arePublic().should().haveNameStartingWith(""typeName"")",0
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
"field[static(packagename ""packageIdentifier"")] should BePublic;","fields().that().haveModifier(JavaModifier.STATIC).and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().bePublic()",0
"field [final (packagename ""packageIdentifier"")] should BePrivate;","fields().that().haveModifier(JavaModifier.FINAL).and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().bePrivate()",0
"field[private (packagename ""packageIdentifier"")] should BeProtected;","fields().that().arePrivate().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().beProtected()",2
"field[public (packagename ""packageIdentifier"")] should not BePublic;","fields().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().notBePublic()",0
"field[haveNameMatching ""regex""] should BeFinal;","fields().that().haveNameMatching(""regex"").should().beFinal()",0
Trains Failed,Trains Failed,Trains Failed
"member[private] should declaredIn class(implement ""typeName"")","members().that().arePrivate().should().beDeclaredInClassesThat().areDeclaredInClassesThat().implement(""typeName"")",0
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
"member[public (packagename ""packageIdentifier"")] should haveNameMatching ""get"";","members().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().haveNameMatching(""get"")",0
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
member[haveNameMatching “regex”] should declaredIn class(implement “typeName�?,"members().that().haveNameMatching(""regex"").should().beDeclaredInClassesThat().areDeclaredInClassesThat().implement(""typeName"")",0
"member [(packagename ""packageIdentifier1"")] should haveNameMatching ""regex""","members().that().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier1"").should().haveNameMatching(""regex"")",0
member[public] declaredIn class[public];,members().that().arePublic().should().beDeclaredInClassesThat().arePublic(),0
member[private] should declaredIn class [static];,members().that().arePrivate().should().beDeclaredInClassesThat().areStatic(),0
member[protected] should declaredIn class [protected];,members().that().areProtected().should().beDeclaredInClassesThat().areProtected(),1
member[private] should not declaredIn class[packagePrivate];,members().that().arePrivate().should().notBeDeclaredInClassesThat().arePackagePrivate(),1
member[packagePrivate private] should declaredIn class[final],members().that().arePackagePrivate().and().arePrivate().should().beDeclaredInClassesThat().areFinal(),1
"member[public (haveNameMatching ""get"")] should declaredIn class[private];","members().that().arePublic().and().haveNameMatching(""get"").should().beDeclaredInClassesThat().arePrivate()",0
Trains Failed,Trains Failed,Trains Failed
"member[public(packagename ""packageIdentifier1"")] should declaredIn class[public(packagename ""packageIdentifier2"")]","members().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier1"").should().beDeclaredInClassesThat().arePublic().andShould().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier2"")",0
"member[haveNameMatching ""regex""] should declaredIn class[public(implement ""typeName"")];","members().that().haveNameMatching(""regex"").should().beDeclaredInClassesThat().arePublic().andShould().beDeclaredInClassesThat().areDeclaredInClassesThat().implement(""typeName"")",0
"member[haveNameMatching ""regex""] should declaredIn class[static(packagename ""packageIdentifier"")]","members().that().haveNameMatching(""regex"").should().beDeclaredInClassesThat().areStatic().andShould().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"")",0
member[private] should beAnnotatedWith 'annotatedTypeName';,"members().that().arePrivate().should().beAnnotatedWith(""annotatedTypeName"")",1
"member[protected] should haveFullNameMatching ""regex"";","members().that().areProtected().should().haveFullNameMatching(""regex"")",0
Trains Failed,Trains Failed,Trains Failed
"member [packagePrivate private] haveNameMatching ""regex"";","members().that().arePackagePrivate().and().arePrivate().should().haveNameMatching(""regex"")",3
"member[public] should haveNameEndingWith ""regex"";","members().that().arePublic().should().haveNameEndingWith(""regex"")",0
Trains Failed,Trains Failed,Trains Failed
"member[public] should haveNameStartingWith ""regex"";","members().that().arePublic().should().haveNameStartingWith(""regex"")",0
"member[private] should haveNameStartingWith ""regex"";","members().that().arePrivate().should().haveNameStartingWith(""regex"")",0
"member[public] should haveNameStartingWith ""regex"";","members().that().arePublic().should().haveNameStartingWith(""regex"")",0
"member[private] should declareThrowableOfType ""typeName"";","members().that().arePrivate().should().declareThrowableOfType(""typeName"")",0
"member[static(packagename ""packageIdentifier"")] should BePublic;","members().that().haveModifier(JavaModifier.STATIC).and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().bePublic()",0
"member[final(packagename ""packageIdentifier"")] should BePrivate;","members().that().haveModifier(JavaModifier.FINAL).and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().bePrivate()",0
"member[private(packagename ""packageIdentifier"")] should BeProtected;","members().that().arePrivate().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().beProtected()",0
"member[public private (packagename ""packageIdentifier"")] should BePackagePrivate;","members().that().arePublic().and().arePrivate().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().bePackagePrivate()",1
"member[haveNameMatching ""regex""] should BePublic;","members().that().haveNameMatching(""regex"").should().bePublic()",0
"method[public (packagename ""packageIdentifier1"")] not declaredIn","methods().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier1"").should().notBeDeclaredIn()",1
"method[private] should declaredIn class (implement ""typeName1"")","methods().that().arePrivate().should().beDeclaredInClassesThat().areDeclaredInClassesThat().implement(""typeName1"")",0
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
"method[public static (packagename ""packageIdentifier1"")] should haveNameMatching ""X1"";","methods().that().arePublic().and().haveModifier(JavaModifier.STATIC).and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier1"").should().haveNameMatching(""X1"")",0
"method[protected final (packagename ""packageIdentifier1"")] should haveNameMatching ""X1"";","methods().that().areProtected().and().haveModifier(JavaModifier.FINAL).and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier1"").should().haveNameMatching(""X1"")",0
method [public] should declaredIn class[public];,methods().that().arePublic().should().beDeclaredInClassesThat().arePublic(),0
method[private] should declaredIn class[private];,methods().that().arePrivate().should().beDeclaredInClassesThat().arePrivate(),0
method[protected] should declaredIn class[protected];,methods().that().areProtected().should().beDeclaredInClassesThat().areProtected(),0
method[final] should not declaredIn class[final];,methods().that().haveModifier(JavaModifier.FINAL).should().notBeDeclaredInClassesThat().areFinal(),0
method [packagePrivate] should declaredIn class [packagePrivate];,methods().that().arePackagePrivate().should().beDeclaredInClassesThat().arePackagePrivate(),2
"method[public(haveNameMatching ""get"")] should declaredIn class[final]","methods().that().arePublic().and().haveNameMatching(""get"").should().beDeclaredInClassesThat().areFinal()",0
method[private final] should declaredIn class[packagePrivate],methods().that().arePrivate().and().haveModifier(JavaModifier.FINAL).should().beDeclaredInClassesThat().arePackagePrivate(),3
method[public static] should not declaredIn class[public static];,methods().that().arePublic().and().haveModifier(JavaModifier.STATIC).should().notBeDeclaredInClassesThat().arePublic().andShould().notBeDeclaredInClassesThat().areStatic(),0
"method[public static (packagename ""packageIdentifier1"")] should declaredIn class [public]","methods().that().arePublic().and().haveModifier(JavaModifier.STATIC).and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier1"").should().beDeclaredInClassesThat().arePublic()",0
"method[protected final (haveNameMatching ""X1"")] should declaredIn class [static (packagename ""packageIdentifier1"")];","methods().that().areProtected().and().haveModifier(JavaModifier.FINAL).and().haveNameMatching(""X1"").should().beDeclaredInClassesThat().areStatic().andShould().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier1"")",4
"method [public] should beAnnotatedWith """";","methods().that().arePublic().should().beAnnotatedWith("""")",3
"method[private] declaredIn class(classname ""className"");","methods().that().arePrivate().should().beDeclaredInClassesThat().areDeclaredInClassesThat().haveNameMatching(""className"")",4
"method[protected] should haveParameterTypes ""typeName"";","methods().that().areProtected().should().haveRawParameterTypes(""typeName"")",0
"method [final] should haveFullNameMatching ""String"";","methods().that().haveModifier(JavaModifier.FINAL).should().haveFullNameMatching(""String"")",2
"method[private] should haveNameEndingWith ""String""","methods().that().arePrivate().should().haveNameEndingWith(""String"")",1
Trains Failed,Trains Failed,Trains Failed
"method[private final] should haveRawReturnType ""returnType"";","methods().that().arePrivate().and().haveModifier(JavaModifier.FINAL).should().haveRawReturnType(""returnType"")",0
"method[public static] should haveParameterTypes ""ParameterType"";","methods().that().arePublic().and().haveModifier(JavaModifier.STATIC).should().haveRawParameterTypes(""ParameterType"")",3
method[public static (haveNameMatching “String1�?] should haveFullName “String2�?,"methods().that().arePublic().and().haveModifier(JavaModifier.STATIC).and().haveNameMatching(""String1"").should().haveFullName(""String2"")",0
"method [protected final (haveNameMatching ""String1"")] should haveFullName ""String2"";","methods().that().areProtected().and().haveModifier(JavaModifier.FINAL).and().haveNameMatching(""String1"").should().haveFullName(""String2"")",1
method[static] should BePublic;,methods().that().haveModifier(JavaModifier.STATIC).should().bePublic(),0
method[final] should BeStatic;,methods().that().haveModifier(JavaModifier.FINAL).should().beStatic(),0
method[private] should BeProtected;,methods().that().arePrivate().should().beProtected(),0
"method[public (packagename ""X1"")] should BePackagePrivate;","methods().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""X1"").should().bePackagePrivate()",3
"method[haveNameMatching ""get""] should BePublic;","methods().that().haveNameMatching(""get"").should().bePublic()",0
