DSL,API,Attempts
"constructor [private] should declaredIn class (implement ""specifiedType"")","constructors().that().arePrivate().should().beDeclaredInClassesThat().areDeclaredInClassesThat().implement(""specifiedType"")",0
"constructor [protected] should declaredIn class [(packagename ""specified package"")]","constructors().that().areProtected().should().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
"constructor [private] should declaredIn class [(packagename ""specified package"")];","constructors().that().arePrivate().should().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
"constructor [packagePrivate] should declaredIn class [(packagename ""specified package"")]","constructors().that().arePackagePrivate().should().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
"constructor [public (haveNameMatching ""get"")] should declaredIn class [(packagename ""specifiedpackage"")];","constructors().that().arePublic().and().haveNameMatching(""get"").should().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specifiedpackage"")",0
"constructor [private] should not declaredIn class [(packagename ""specifiedpackage"")];","constructors().that().arePrivate().should().notBeDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specifiedpackage"")",0
"constructor [public (packagename ""specifiedPackage"")] should declaredIn class [(packagename ""anotherSpecifiedPackage"")]","constructors().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""specifiedPackage"").should().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""anotherSpecifiedPackage"")",0
"constructor [haveNameMatching ""specified regex""] should declaredIn class (implement ""specified type"")","constructors().that().haveNameMatching(""specified regex"").should().beDeclaredInClassesThat().areDeclaredInClassesThat().implement(""specified type"")",0
"constructor [haveNameMatching ""specified regex""] should declaredIn class [(packagename ""specified package"")]","constructors().that().haveNameMatching(""specified regex"").should().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
constructor [public] should declaredIn class [public],constructors().that().arePublic().should().beDeclaredInClassesThat().arePublic(),0
constructor [private] should declaredIn class [static];,constructors().that().arePrivate().should().beDeclaredInClassesThat().areStatic(),0
constructor [protected] should declaredIn class [protected];,constructors().that().areProtected().should().beDeclaredInClassesThat().areProtected(),0
constructor [private] should not declaredIn class [packagePrivate],constructors().that().arePrivate().should().notBeDeclaredInClassesThat().arePackagePrivate(),0
constructor [packagePrivate] should declaredIn class [final],constructors().that().arePackagePrivate().should().beDeclaredInClassesThat().areFinal(),0
"constructor [public (haveNameMatching ""get"")] should declaredIn class [private]","constructors().that().arePublic().and().haveNameMatching(""get"").should().beDeclaredInClassesThat().arePrivate()",0
"constructor [private] should not declaredIn class [(packagename ""specified package"")]","constructors().that().arePrivate().should().notBeDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
"constructor [public (packagename ""specifiedPackage"")] should declaredIn class [public (packagename ""anotherSpecifiedPackage"")]","constructors().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""specifiedPackage"").should().beDeclaredInClassesThat().arePublic().andShould().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""anotherSpecifiedPackage"")",0
"constructor [haveNameMatching ""specified regex""] should declaredIn class [public (implement ""specified type"")];","constructors().that().haveNameMatching(""specified regex"").should().beDeclaredInClassesThat().arePublic().andShould().beDeclaredInClassesThat().areDeclaredInClassesThat().implement(""specified type"")",1
"constructor [ (haveNameMatching ""regex"") ] should declaredIn class [ static (packagename ""specifiedpackage"") ];","constructors().that().haveNameMatching(""regex"").should().beDeclaredInClassesThat().areStatic().andShould().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specifiedpackage"")",0
"constructor [private] should beAnnotatedWith ""specified annotation type""","constructors().that().arePrivate().should().beAnnotatedWith(""specified annotation type"")",0
"constructor [protected] should haveFullNameMatching ""specified regex"" ;","constructors().that().areProtected().should().haveFullNameMatching(""specified regex"")",0
Trains Failed,Trains Failed,Trains Failed
"constructor[packagePrivate] should haveNameMatching ""specified regex""","constructors().that().arePackagePrivate().should().haveNameMatching(""specified regex"")",0
"constructor [public] should haveNameEndingWith ""specified regex"" ;","constructors().that().arePublic().should().haveNameEndingWith(""specified regex"")",0
"constructor [private] should not declaredIn class [(packagename ""specified package"")]","constructors().that().arePrivate().should().notBeDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
"constructor [public] should haveNameStartingWith ""specified regex"" ;","constructors().that().arePublic().should().haveNameStartingWith(""specified regex"")",0
"constructor [private] should haveNameStartingWith ""specified regex"" ;","constructors().that().arePrivate().should().haveNameStartingWith(""specified regex"")",0
"constructor [public] should haveNameStartingWith ""specified regex"" ;","constructors().that().arePublic().should().haveNameStartingWith(""specified regex"")",0
constructor [private] should declareThrowableOfType,constructors().that().arePrivate().should().declareThrowableOfType(),0
"constructor [static (packagename ""specified package"")] should BePublic;","constructors().that().haveModifier(JavaModifier.STATIC).and().areDeclaredInClassesThat().resideInAPackage(""specified package"").should().bePublic()",0
"constructor [final (packagename ""specified package"")] should BePrivate;","constructors().that().haveModifier(JavaModifier.FINAL).and().areDeclaredInClassesThat().resideInAPackage(""specified package"").should().bePrivate()",0
"member [private (packagename ""specified"")] should BeProtected;","members().that().arePrivate().and().areDeclaredInClassesThat().resideInAPackage(""specified"").should().beProtected()",0
"constructor[public (packagename ""specified package"")] should BePackagePrivate;","constructors().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""specified package"").should().bePackagePrivate()",0
"constructor [(haveNameMatching ""specified regex"")] should BePublic;","constructors().that().haveNameMatching(""specified regex"").should().bePublic()",0
"field [public] should declaredIn class [(packagename ""specified package"")];","fields().that().arePublic().should().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
"field [private] should declaredIn class (implement ""specifiedType"")","fields().that().arePrivate().should().beDeclaredInClassesThat().areDeclaredInClassesThat().implement(""specifiedType"")",0
"field [protected] should declaredIn class [(packagename ""specified package"")]","fields().that().areProtected().should().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
"field [private] should not declaredIn class [(packagename ""specified package"")]","fields().that().arePrivate().should().notBeDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
"field [packagePrivate] should declaredIn class [(packagename ""specified package"")]","fields().that().arePackagePrivate().should().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
"field [public (haveNameMatching ""get"")] should declaredIn class [(packagename ""specified package"")]","fields().that().arePublic().and().haveNameMatching(""get"").should().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
"field [private] should not declaredIn class [(packagename ""specified package"")] ;","fields().that().arePrivate().should().notBeDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
"field [public (packagename ""specifiedPackage"")] should declaredIn class [(packagename ""anotherSpecifiedPackage"")]","fields().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""specifiedPackage"").should().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""anotherSpecifiedPackage"")",0
"field [haveNameMatching ""specified regex""] should declaredIn class [implement ""specified type""];","fields().that().haveNameMatching(""specified regex"").should().beDeclaredInClassesThat().areDeclaredInClassesThat().implement(""specified type"")",0
"field [haveNameMatching ""specified regex""] should declaredIn class [(packagename ""specified package"")]","fields().that().haveNameMatching(""specified regex"").should().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
field [public] should declaredIn class [public];,fields().that().arePublic().should().beDeclaredInClassesThat().arePublic(),0
field [private] should declaredIn class [static],fields().that().arePrivate().should().beDeclaredInClassesThat().areStatic(),0
field [protected] should declaredIn class [protected];,fields().that().areProtected().should().beDeclaredInClassesThat().areProtected(),0
field [private] should not declaredIn class [packagePrivate],fields().that().arePrivate().should().notBeDeclaredInClassesThat().arePackagePrivate(),0
field [packagePrivate] should declaredIn class [final],fields().that().arePackagePrivate().should().beDeclaredInClassesThat().areFinal(),0
"field [public (haveNameMatching ""get"")] should declaredIn class [private]","fields().that().arePublic().and().haveNameMatching(""get"").should().beDeclaredInClassesThat().arePrivate()",0
"field [private] should not declaredIn class [(packagename ""specified package"")]","fields().that().arePrivate().should().notBeDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
"field [public (packagename ""specifiedPackage"")] should declaredIn class [public (packagename ""anotherSpecifiedPackage"")];","fields().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""specifiedPackage"").should().beDeclaredInClassesThat().arePublic().andShould().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""anotherSpecifiedPackage"")",0
"field [haveNameMatching ""specified regex""] should declaredIn class [public (implement ""specified type"")]","fields().that().haveNameMatching(""specified regex"").should().beDeclaredInClassesThat().arePublic().andShould().beDeclaredInClassesThat().areDeclaredInClassesThat().implement(""specified type"")",0
"field [haveNameMatching ""regex""] should declaredIn class [static (packagename ""packageIdentifier"")]","fields().that().haveNameMatching(""regex"").should().beDeclaredInClassesThat().areStatic().andShould().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"")",0
"field [private] should beAnnotatedWith ""specified annotation type"";","fields().that().arePrivate().should().beAnnotatedWith(""specified annotation type"")",1
"field [protected] should haveFullNameMatching ""specified regex""","fields().that().areProtected().should().haveFullNameMatching(""specified regex"")",0
Trains Failed,Trains Failed,Trains Failed
"field [packagePrivate] should haveNameMatching â€œregexâ€?""fields().that().arePackagePrivate().should().haveNameMatching(""""regex"""")""",0,
"field [public] should haveNameEndingWith ""specified regex""","fields().that().arePublic().should().haveNameEndingWith(""specified regex"")",0
"field [private] should not declaredIn class [(packagename ""specified package"")]","fields().that().arePrivate().should().notBeDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
"field [public] should haveNameStartingWith ""specified type name"" ;","fields().that().arePublic().should().haveNameStartingWith(""specified type name"")",2
Trains Failed,Trains Failed,Trains Failed
Trains Failed,Trains Failed,Trains Failed
field [private] should declareThrowableOfType;,fields().that().arePrivate().should().declareThrowableOfType(),0
"field [static (packagename ""specified package"")] should BePublic;","fields().that().haveModifier(JavaModifier.STATIC).and().areDeclaredInClassesThat().resideInAPackage(""specified package"").should().bePublic()",0
"field [final (packagename ""specified package"")] should BePrivate;","fields().that().haveModifier(JavaModifier.FINAL).and().areDeclaredInClassesThat().resideInAPackage(""specified package"").should().bePrivate()",0
"field [private (packagename ""specified package"")] should BeProtected;","fields().that().arePrivate().and().areDeclaredInClassesThat().resideInAPackage(""specified package"").should().beProtected()",0
"field[public (packagename ""specifiedpackage"")] should BePackagePrivate;","fields().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""specifiedpackage"").should().bePackagePrivate()",0
"field [haveNameMatching ""regex""] should BeFinal;","fields().that().haveNameMatching(""regex"").should().beFinal()",0
"member [public] should declaredIn class [(packagename ""specified"")] ;","members().that().arePublic().should().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified"")",0
"member [private] should declaredIn class (implement ""specified type"")","members().that().arePrivate().should().beDeclaredInClassesThat().areDeclaredInClassesThat().implement(""specified type"")",0
"member [protected] should declaredIn class [(packagename ""specified package"")]","members().that().areProtected().should().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
"member [private] should declaredIn class [(packagename ""specified package"")]","members().that().arePrivate().should().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
"member [packagePrivate] should declaredIn class [(packagename ""specified package"")]","members().that().arePackagePrivate().should().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
"member [public (haveNameMatching ""get"")] should declaredIn class [(packagename ""specified package"")]","members().that().arePublic().and().haveNameMatching(""get"").should().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
"member [private] should not declaredIn class [(packagename ""specified package"")]","members().that().arePrivate().should().notBeDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
"member [public (packagename ""specifiedPackage"")] should declaredIn class [(packagename ""anotherSpecifiedPackage"")]","members().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""specifiedPackage"").should().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""anotherSpecifiedPackage"")",0
"member [haveNameMatching ""specified regex""] should declaredIn class [implement ""specified type""];","members().that().haveNameMatching(""specified regex"").should().beDeclaredInClassesThat().areDeclaredInClassesThat().implement(""specified type"")",0
"member [haveNameMatching ""specified regex""] should declaredIn class [(packagename ""specified package"")]","members().that().haveNameMatching(""specified regex"").should().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
member [public] should declaredIn class [public],members().that().arePublic().should().beDeclaredInClassesThat().arePublic(),0
member [private] should declaredIn class [static],members().that().arePrivate().should().beDeclaredInClassesThat().areStatic(),0
member[protected] should declaredIn class[protected];,members().that().areProtected().should().beDeclaredInClassesThat().areProtected(),0
member [private] should not declaredIn class [packagePrivate],members().that().arePrivate().should().notBeDeclaredInClassesThat().arePackagePrivate(),0
member[packagePrivate] should declaredIn class [final],members().that().arePackagePrivate().should().beDeclaredInClassesThat().areFinal(),0
"member [public (haveNameMatching ""get"")] should declaredIn class [private]","members().that().arePublic().and().haveNameMatching(""get"").should().beDeclaredInClassesThat().arePrivate()",0
"member [private] should not declaredIn class [(packagename ""specified package"")]","members().that().arePrivate().should().notBeDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
"member [public (packagename ""specifiedPackage"")] should declaredIn class [public (packagename ""anotherSpecifiedPackage"")]","members().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""specifiedPackage"").should().beDeclaredInClassesThat().arePublic().andShould().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""anotherSpecifiedPackage"")",0
"member [haveNameMatching ""specified regex""] should declaredIn class [public (implement ""specified type"")]","members().that().haveNameMatching(""specified regex"").should().beDeclaredInClassesThat().arePublic().andShould().beDeclaredInClassesThat().areDeclaredInClassesThat().implement(""specified type"")",0
"member[haveNameMatching ""specified regex""] should declaredIn class [static (packagename ""specified package"")]","members().that().haveNameMatching(""specified regex"").should().beDeclaredInClassesThat().areStatic().andShould().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
"member [private] should beAnnotatedWith ""specified"";","members().that().arePrivate().should().beAnnotatedWith(""specified"")",1
"member [protected] should haveFullNameMatching ""specified regex""","members().that().areProtected().should().haveFullNameMatching(""specified regex"")",0
Trains Failed,Trains Failed,Trains Failed
"member[packagePrivate] should haveNameMatching ""regex""","members().that().arePackagePrivate().should().haveNameMatching(""regex"")",0
"member [public] should haveNameEndingWith ""specified regex"" ;","members().that().arePublic().should().haveNameEndingWith(""specified regex"")",0
"member [private] should not declaredIn class [(packagename ""specified package"")]","members().that().arePrivate().should().notBeDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
"member [public] should haveNameStartingWith ""specified regex""","members().that().arePublic().should().haveNameStartingWith(""specified regex"")",0
"member [private] should haveNameStartingWith ""specified regex"" ;","members().that().arePrivate().should().haveNameStartingWith(""specified regex"")",0
"member [public] should haveNameStartingWith ""specified regex"" ;","members().that().arePublic().should().haveNameStartingWith(""specified regex"")",0
member [private] should declareThrowableOfType,members().that().arePrivate().should().declareThrowableOfType(),0
"member [static (packagename ""specified"")] should BePublic;","members().that().haveModifier(JavaModifier.STATIC).and().areDeclaredInClassesThat().resideInAPackage(""specified"").should().bePublic()",0
"member [final (packagename ""specified package"")] should BePrivate;","members().that().haveModifier(JavaModifier.FINAL).and().areDeclaredInClassesThat().resideInAPackage(""specified package"").should().bePrivate()",0
"member [private (packagename ""specified package"")] should BeProtected;","members().that().arePrivate().and().areDeclaredInClassesThat().resideInAPackage(""specified package"").should().beProtected()",0
"member[public (packagename ""specified"")] should BePackagePrivate;","members().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""specified"").should().bePackagePrivate()",0
"member [(haveNameMatching ""regex"")] should BePublic;","members().that().haveNameMatching(""regex"").should().bePublic()",0
"method [public] should not declaredIn class [(packagename ""specified package"")]","methods().that().arePublic().should().notBeDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
"method [private] should declaredIn class (implement ""specified type"")","methods().that().arePrivate().should().beDeclaredInClassesThat().areDeclaredInClassesThat().implement(""specified type"")",0
"method [protected] should declaredIn class [(packagename ""specified package"")]","methods().that().areProtected().should().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
"method [final] should not declaredIn class [(packagename ""specified package"")]","methods().that().haveModifier(JavaModifier.FINAL).should().notBeDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
"method [packagePrivate] should declaredIn class [(packagename ""specified package"")]","methods().that().arePackagePrivate().should().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
"method [public (haveNameMatching ""get"")] should declaredIn class [(packagename ""specified package"")];","methods().that().arePublic().and().haveNameMatching(""get"").should().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
"method [private final] should not declaredIn class [(packagename ""specified package"")]","methods().that().arePrivate().and().haveModifier(JavaModifier.FINAL).should().notBeDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
"method [public static (packagename ""specifiedPackage"")] should not declaredIn class [(packagename ""anotherSpecifiedPackage"")]","methods().that().arePublic().and().haveModifier(JavaModifier.STATIC).and().areDeclaredInClassesThat().resideInAPackage(""specifiedPackage"").should().notBeDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""anotherSpecifiedPackage"")",0
"method [public static (haveNameMatching ""X1"")] should declaredIn class [(packagename ""specified package"")];","methods().that().arePublic().and().haveModifier(JavaModifier.STATIC).and().haveNameMatching(""X1"").should().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
"method [protected final (haveNameMatching ""X1"")] should declaredIn class [(packagename ""specified package"")]","methods().that().areProtected().and().haveModifier(JavaModifier.FINAL).and().haveNameMatching(""X1"").should().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified package"")",0
method [public] should declaredIn class [public];,methods().that().arePublic().should().beDeclaredInClassesThat().arePublic(),0
method [private] should declaredIn class [private];,methods().that().arePrivate().should().beDeclaredInClassesThat().arePrivate(),0
method [protected] should declaredIn class [protected];,methods().that().areProtected().should().beDeclaredInClassesThat().areProtected(),0
method [final] should not declaredIn class [final];,methods().that().haveModifier(JavaModifier.FINAL).should().notBeDeclaredInClassesThat().areFinal(),0
method[packagePrivate] should declaredIn class[packagePrivate],methods().that().arePackagePrivate().should().beDeclaredInClassesThat().arePackagePrivate(),0
"method [public (haveNameMatching ""get"")] should declaredIn class [final]","methods().that().arePublic().and().haveNameMatching(""get"").should().beDeclaredInClassesThat().areFinal()",0
